image num 1,perceptron_out = 20.3186
image num 1345,perceptron_out = 6.59916
image num 1346,perceptron_out = 8.34771
image num 1347,perceptron_out = 13.7807
image num 1348,perceptron_out = 5.15541
image num 1349,perceptron_out = 8.70015
image num 1350,perceptron_out = 4.03714
image num 1351,perceptron_out = 16.1634
image num 1352,perceptron_out = 5.03831
image num 1353,perceptron_out = 6.87383
image num 1354,perceptron_out = 5.70051
image num 1355,perceptron_out = 4.61841
image num 1356,perceptron_out = 7.99203
image num 1357,perceptron_out = 4.19443
image num 1358,perceptron_out = 6.12313
image num 1359,perceptron_out = 12.3904
image num 1360,perceptron_out = 5.1401
image num 1361,perceptron_out = 14.0499
image num 1362,perceptron_out = 7.892
image num 1363,perceptron_out = 10.3848
image num 1364,perceptron_out = 11.6825
image num 1365,perceptron_out = 5.25652
image num 1366,perceptron_out = 7.05503
image num 1367,perceptron_out = 4.40356
image num 1368,perceptron_out = 6.33399
image num 1369,perceptron_out = 14.7048
image num 1370,perceptron_out = 15.3576
image num 1371,perceptron_out = 3.92608
image num 1372,perceptron_out = 16.7127
image num 1373,perceptron_out = 9.73382
image num 1374,perceptron_out = 19.1504
image num 1375,perceptron_out = 3.99778
image num 1376,perceptron_out = 7.06716
image num 1377,perceptron_out = 11.9126
image num 1378,perceptron_out = 5.97554
image num 1379,perceptron_out = 10.0869
image num 1380,perceptron_out = 8.72692
image num 1381,perceptron_out = 11.7507
image num 1382,perceptron_out = 14.2529
image num 1383,perceptron_out = 6.84948
image num 1384,perceptron_out = 14.904
image num 1385,perceptron_out = 9.61008
image num 1386,perceptron_out = 5.30609
image num 1387,perceptron_out = 5.76347
image num 1388,perceptron_out = 4.04882
image num 1389,perceptron_out = 21.0397
image num 1390,perceptron_out = 11.3506
image num 1391,perceptron_out = 4.06181
image num 1392,perceptron_out = 12.1356
image num 1393,perceptron_out = 9.82305
image num 1394,perceptron_out = 3.6184
image num 1395,perceptron_out = 13.0099
image num 1396,perceptron_out = 15.999
image num 1397,perceptron_out = 6.772
image num 1398,perceptron_out = 10.2937
image num 1399,perceptron_out = 6.27024
image num 1400,perceptron_out = 14.3009
image num 1401,perceptron_out = 10.8923
image num 1402,perceptron_out = 12.7174
image num 1403,perceptron_out = 11.3846
image num 1404,perceptron_out = 21.179
image num 1405,perceptron_out = 17.3076
image num 1406,perceptron_out = 15.8686
image num 1407,perceptron_out = 10.1007
image num 1408,perceptron_out = 25.7353
image num 1409,perceptron_out = 9.59216
image num 1410,perceptron_out = 3.28668
image num 1411,perceptron_out = 16.1021
image num 1412,perceptron_out = 5.05222
image num 1413,perceptron_out = 13.7725
image num 1414,perceptron_out = 12.0792
image num 1415,perceptron_out = 25.2492
image num 1416,perceptron_out = 14.3571
image num 1417,perceptron_out = 4.16901
image num 1418,perceptron_out = 11.2714
image num 1419,perceptron_out = 21.0769
image num 1420,perceptron_out = 4.60133
image num 1421,perceptron_out = 7.59303
image num 1422,perceptron_out = 28.0632
image num 1423,perceptron_out = 13.5021
image num 1424,perceptron_out = 5.52945
image num 1425,perceptron_out = 9.43643
image num 1426,perceptron_out = 10.796
image num 1427,perceptron_out = 3.06314
image num 1428,perceptron_out = 8.89898
image num 1429,perceptron_out = 7.48372
image num 1430,perceptron_out = 13.5868
image num 1431,perceptron_out = 10.3401
image num 1432,perceptron_out = 8.34694
image num 1433,perceptron_out = 12.0833
image num 1434,perceptron_out = 7.09333
image num 1435,perceptron_out = 7.16341
image num 1436,perceptron_out = 6.56565
image num 1437,perceptron_out = 8.32516
image num 1438,perceptron_out = 5.70283
image num 1439,perceptron_out = 10.7548
image num 1440,perceptron_out = 7.66931
image num 1441,perceptron_out = 5.50669
image num 1442,perceptron_out = 7.83391
image num 1443,perceptron_out = 6.02856
image num 1444,perceptron_out = 10.9281
image num 1445,perceptron_out = 13.0389
image num 1446,perceptron_out = 11.2469
image num 1447,perceptron_out = 9.28209
image num 1448,perceptron_out = 3.99512
image num 1449,perceptron_out = 15.2851
image num 1450,perceptron_out = 7.96536
image num 1451,perceptron_out = 4.95754
image num 1452,perceptron_out = 5.75236
image num 1453,perceptron_out = 4.06433
image num 1454,perceptron_out = 3.97438
image num 1455,perceptron_out = 9.67128
image num 1456,perceptron_out = 4.60345
image num 1457,perceptron_out = 4.31072
image num 1458,perceptron_out = 7.8184
image num 1459,perceptron_out = 6.27316
image num 1460,perceptron_out = 9.52699
image num 1461,perceptron_out = 6.92931
image num 1462,perceptron_out = 10.045
image num 1463,perceptron_out = 5.95818
image num 1464,perceptron_out = 6.05954
image num 1465,perceptron_out = 10.2476
image num 1466,perceptron_out = 5.95004
image num 1467,perceptron_out = 12.2528
image num 1468,perceptron_out = 3.62408
image num 1469,perceptron_out = 8.64269
image num 1470,perceptron_out = 16.8743
image num 1471,perceptron_out = 7.97721
image num 1472,perceptron_out = 6.48802
image num 1473,perceptron_out = 4.36015
image num 1474,perceptron_out = 10.9935
image num 1475,perceptron_out = 3.23308
image num 1476,perceptron_out = 7.53744
image num 1477,perceptron_out = 6.54502
image num 1478,perceptron_out = 7.88862
image num 1479,perceptron_out = 6.35294
image num 1480,perceptron_out = 5.11163
image num 1481,perceptron_out = 5.53683
image num 1482,perceptron_out = 7.2378
image num 1483,perceptron_out = 11.7291
image num 1484,perceptron_out = 19.644
image num 1485,perceptron_out = 20.5502
image num 1486,perceptron_out = 13.9928
image num 1487,perceptron_out = 5.59167
image num 1488,perceptron_out = 9.27438
image num 1489,perceptron_out = 7.34181
image num 1490,perceptron_out = 5.72027
image num 1491,perceptron_out = 11.7371
image num 1492,perceptron_out = 6.23911
image num 1493,perceptron_out = 8.30647
image num 1494,perceptron_out = 13.8612
image num 1495,perceptron_out = 4.9752
image num 1496,perceptron_out = 4.52625
image num 1497,perceptron_out = 7.42929
image num 1498,perceptron_out = 17.6262
image num 1499,perceptron_out = 13.9322
image num 1500,perceptron_out = 6.12968
image num 1501,perceptron_out = 5.76559
image num 1502,perceptron_out = 10.8184
image num 1503,perceptron_out = 9.00825
image num 1504,perceptron_out = 6.86719
image num 1505,perceptron_out = 9.33327
image num 1506,perceptron_out = 10.24
image num 1507,perceptron_out = 12.7719
image num 1508,perceptron_out = 5.89092
image num 1509,perceptron_out = 12.4104
image num 1510,perceptron_out = 8.18667
image num 1511,perceptron_out = 9.06099
image num 1512,perceptron_out = 7.66794
image num 1513,perceptron_out = 7.42441
image num 1514,perceptron_out = 5.95419
image num 1515,perceptron_out = 15.5371
image num 1516,perceptron_out = 15.5659
image num 1517,perceptron_out = 7.21637
image num 1518,perceptron_out = 13.0276
image num 1519,perceptron_out = 5.92228
image num 1520,perceptron_out = 13.9999
image num 1521,perceptron_out = 16.2291
image num 1522,perceptron_out = 7.61449
image num 1523,perceptron_out = 21.6048
image num 1524,perceptron_out = 6.19853
image num 1525,perceptron_out = 5.84133
image num 1526,perceptron_out = 7.12689
image num 1527,perceptron_out = 9.47425
image num 1528,perceptron_out = 8.16299
image num 1529,perceptron_out = 5.87287
image num 1530,perceptron_out = 6.93208
image num 1531,perceptron_out = 6.16106
image num 1532,perceptron_out = 4.75746
image num 1533,perceptron_out = 20.3923
image num 1534,perceptron_out = 15.999
image num 1535,perceptron_out = 5.22463
image num 1536,perceptron_out = 11.3199
image num 1537,perceptron_out = 5.59526
image num 1538,perceptron_out = 8.66659
image num 1539,perceptron_out = 7.7864
image num 1540,perceptron_out = 8.30112
image num 1541,perceptron_out = 3.29681
image num 1542,perceptron_out = 17.3501
image num 1543,perceptron_out = 8.84459
image num 1544,perceptron_out = 17.8131
image num 1545,perceptron_out = 7.0912
image num 1546,perceptron_out = 8.89523
image num 1547,perceptron_out = 8.63599
image num 1548,perceptron_out = 12.2759
image num 1549,perceptron_out = 11.6135
image num 1550,perceptron_out = 12.8754
image num 1551,perceptron_out = 6.75295
image num 1552,perceptron_out = 5.18365
image num 1553,perceptron_out = 11.6898
image num 1554,perceptron_out = 5.48711
image num 1555,perceptron_out = 7.1912
image num 1556,perceptron_out = 15.3815
image num 1557,perceptron_out = 7.06347
image num 1558,perceptron_out = 13.4868
image num 1559,perceptron_out = 18.3818
image num 1560,perceptron_out = 10.5677
image num 1561,perceptron_out = 3.39867
image num 1562,perceptron_out = 6.13354
image num 1563,perceptron_out = 7.32777
image num 1564,perceptron_out = 6.18841
image num 1565,perceptron_out = 3.58469
image num 1566,perceptron_out = 8.07923
image num 1567,perceptron_out = 19.5873
image num 1568,perceptron_out = 11.0678
image num 1569,perceptron_out = 5.54442
image num 1570,perceptron_out = 12.7274
image num 1571,perceptron_out = 12.5302
image num 1572,perceptron_out = 16.2865
image num 1573,perceptron_out = 7.16441
image num 1574,perceptron_out = 12.8692
image num 1575,perceptron_out = 24.2059
image num 1576,perceptron_out = 12.2299
image num 1577,perceptron_out = 11.0076
image num 1578,perceptron_out = 12.5338
image num 1579,perceptron_out = 8.86896
image num 1580,perceptron_out = 24.7785
image num 1581,perceptron_out = 9.775
image num 1582,perceptron_out = 9.94492
image num 1583,perceptron_out = 6.40845
image num 1584,perceptron_out = 10.1022
image num 1585,perceptron_out = 6.87386
image num 1586,perceptron_out = 19.6341
image num 1587,perceptron_out = 6.41431
image num 1588,perceptron_out = 3.43208
image num 1589,perceptron_out = 11.6585
image num 1590,perceptron_out = 8.71401
image num 1591,perceptron_out = 8.35777
image num 1592,perceptron_out = 10.099
image num 1593,perceptron_out = 10.8435
image num 1594,perceptron_out = 5.79341
image num 1595,perceptron_out = 10.9047
image num 1596,perceptron_out = 4.29281
image num 1597,perceptron_out = 4.54931
image num 1598,perceptron_out = 10.6012
image num 1599,perceptron_out = 15.1016
image num 1600,perceptron_out = 15.2226
image num 1601,perceptron_out = 9.01119
image num 1602,perceptron_out = 4.40253
image num 1603,perceptron_out = 7.62474
image num 1604,perceptron_out = 6.67616
image num 1605,perceptron_out = 8.50483
image num 1606,perceptron_out = 11.3403
image num 1607,perceptron_out = 13.1976
image num 1608,perceptron_out = 12.8652
image num 1609,perceptron_out = 5.49591
image num 1610,perceptron_out = 12.9236
image num 1611,perceptron_out = 5.41858
image num 1612,perceptron_out = 8.55425
image num 1613,perceptron_out = 8.21836
image num 1614,perceptron_out = 10.2647
image num 1615,perceptron_out = 9.11621
image num 1616,perceptron_out = 4.37635
image num 1617,perceptron_out = 13.8202
image num 1618,perceptron_out = 5.44182
image num 1619,perceptron_out = 9.89338
image num 1620,perceptron_out = 9.19798
image num 1621,perceptron_out = 7.39679
image num 1622,perceptron_out = 25.038
image num 1623,perceptron_out = 11.0562
image num 1624,perceptron_out = 4.01822
image num 1625,perceptron_out = 3.40918
image num 1626,perceptron_out = 7.6178
image num 1627,perceptron_out = 4.70302
image num 1628,perceptron_out = 17.5249
image num 1629,perceptron_out = 4.13762
image num 1630,perceptron_out = 12.735
image num 1631,perceptron_out = 5.13811
image num 1632,perceptron_out = 20.4602
image num 1633,perceptron_out = 5.00656
image num 1634,perceptron_out = 8.62079
image num 1635,perceptron_out = 15.427
image num 1636,perceptron_out = 6.81202
image num 1637,perceptron_out = 6.46508
image num 1638,perceptron_out = 8.59655
image num 1639,perceptron_out = 9.35729
image num 1640,perceptron_out = 8.07959
image num 1641,perceptron_out = 21.139
image num 1642,perceptron_out = 10.7363
image num 1643,perceptron_out = 2.80649
image num 1644,perceptron_out = 9.37934
image num 1645,perceptron_out = 12.1557
image num 1646,perceptron_out = 22.5718
image num 1647,perceptron_out = 15.4207
image num 1648,perceptron_out = 8.23333
image num 1649,perceptron_out = 9.32077
image num 1650,perceptron_out = 6.11542
image num 1651,perceptron_out = 6.38568
image num 1652,perceptron_out = 8.34851
image num 1653,perceptron_out = 9.46752
image num 1654,perceptron_out = 9.87669
image num 1655,perceptron_out = 18.263
image num 1656,perceptron_out = 5.5088
image num 1657,perceptron_out = 13.652
image num 1658,perceptron_out = 4.92215
image num 1659,perceptron_out = 8.54769
image num 1660,perceptron_out = 13.1877
image num 1661,perceptron_out = 9.19803
image num 1662,perceptron_out = 13.064
image num 1663,perceptron_out = 4.67775
image num 1664,perceptron_out = 13.0469
image num 1665,perceptron_out = 16.9271
image num 1666,perceptron_out = 13.8381
image num 1667,perceptron_out = 5.18096
image num 1668,perceptron_out = 11.4825
image num 1669,perceptron_out = 5.6407
image num 1670,perceptron_out = 11.4003
image num 1671,perceptron_out = 6.5984
image num 1672,perceptron_out = 7.9949
image num 1673,perceptron_out = 12.3549
image num 1674,perceptron_out = 13.0925
image num 1675,perceptron_out = 14.8168
image num 1676,perceptron_out = 6.99179
image num 1677,perceptron_out = 12.7604
image num 1678,perceptron_out = 15.4676
image num 1679,perceptron_out = 14.4748
image num 1680,perceptron_out = 17.1909
image num 1681,perceptron_out = 4.37931
image num 1682,perceptron_out = 4.71141
image num 1683,perceptron_out = 9.15176
image num 1684,perceptron_out = 6.84692
image num 1685,perceptron_out = 11.401
image num 1686,perceptron_out = 9.33321
image num 1687,perceptron_out = 19.0363
image num 1688,perceptron_out = 11.1876
image num 1689,perceptron_out = 16.1827
image num 1690,perceptron_out = 3.66376
image num 1691,perceptron_out = 7.48608
image num 1692,perceptron_out = 3.89995
image num 1693,perceptron_out = 16.1327
image num 1694,perceptron_out = 6.22418
image num 1695,perceptron_out = 5.11448
image num 1696,perceptron_out = 9.89591
image num 1697,perceptron_out = 10.3659
image num 1698,perceptron_out = 15.5659
image num 1699,perceptron_out = 18.017
image num 1700,perceptron_out = 9.21563
image num 1701,perceptron_out = 18.8789
image num 1702,perceptron_out = 5.22515
image num 1703,perceptron_out = 21.2446
image num 1704,perceptron_out = 5.9877
image num 1705,perceptron_out = 4.93487
image num 1706,perceptron_out = 12.3165
image num 1707,perceptron_out = 14.8226
image num 1708,perceptron_out = 16.7063
image num 1709,perceptron_out = 16.5064
image num 1710,perceptron_out = 5.10321
image num 1711,perceptron_out = 5.59042
image num 1712,perceptron_out = 11.6571
image num 1713,perceptron_out = 15.1657
image num 1714,perceptron_out = 8.09235
image num 1715,perceptron_out = 5.21773
image num 1716,perceptron_out = 13.5027
image num 1717,perceptron_out = 31.954
image num 1718,perceptron_out = 6.6591
image num 1719,perceptron_out = 9.19017
image num 1720,perceptron_out = 14.343
image num 1721,perceptron_out = 6.84345
image num 1722,perceptron_out = 7.53794
image num 1723,perceptron_out = 8.08323
image num 1724,perceptron_out = 3.48195
image num 1725,perceptron_out = 5.55727
image num 1726,perceptron_out = 7.0007
image num 1727,perceptron_out = 4.03171
image num 1728,perceptron_out = 5.44909
image num 1729,perceptron_out = 5.20238
image num 1730,perceptron_out = 4.72109
image num 1731,perceptron_out = 7.74845
image num 1732,perceptron_out = 6.57666
image num 1733,perceptron_out = 6.63989
image num 1734,perceptron_out = 13.0537
image num 1735,perceptron_out = 7.74969
image num 1736,perceptron_out = 9.78979
image num 1737,perceptron_out = 9.72069
image num 1738,perceptron_out = 11.9641
image num 1739,perceptron_out = 8.65416
image num 1740,perceptron_out = 6.80591
image num 1741,perceptron_out = 6.36234
image num 1742,perceptron_out = 24.1953
image num 1743,perceptron_out = 11.8157
image num 1744,perceptron_out = 4.66055
image num 1745,perceptron_out = 15.7455
image num 1746,perceptron_out = 4.2443
image num 1747,perceptron_out = 5.26754
image num 1748,perceptron_out = 14.7397
image num 1749,perceptron_out = 11.1375
image num 1750,perceptron_out = 6.12477
image num 1751,perceptron_out = 5.9569
image num 1752,perceptron_out = 14.2059
image num 1753,perceptron_out = 5.98336
image num 1754,perceptron_out = 6.63951
image num 1755,perceptron_out = 10.7075
image num 1756,perceptron_out = 8.59041
image num 1757,perceptron_out = 17.3887
image num 1758,perceptron_out = 9.55729
image num 1759,perceptron_out = 12.0413
image num 1760,perceptron_out = 11.2719
image num 1761,perceptron_out = 4.09991
image num 1762,perceptron_out = 5.50387
image num 1763,perceptron_out = 7.86377
image num 1764,perceptron_out = 9.12757
image num 1765,perceptron_out = 8.79585
image num 1766,perceptron_out = 12.1586
image num 1767,perceptron_out = 3.92085
image num 1768,perceptron_out = 22.0174
image num 1769,perceptron_out = 6.49783
image num 1770,perceptron_out = 5.37605
image num 1771,perceptron_out = 3.59745
image num 1772,perceptron_out = 18.171
image num 1773,perceptron_out = 6.49395
image num 1774,perceptron_out = 14.6344
image num 1775,perceptron_out = 25.809
image num 1776,perceptron_out = 6.78605
image num 1777,perceptron_out = 10.7595
image num 1778,perceptron_out = 12.3924
image num 1779,perceptron_out = 10.2854
image num 1780,perceptron_out = 6.13897
image num 1781,perceptron_out = 9.19308
image num 1782,perceptron_out = 10.0953
image num 1783,perceptron_out = 3.78324
image num 1784,perceptron_out = 6.12272
image num 1785,perceptron_out = 5.79496
image num 1786,perceptron_out = 10.0609
image num 1787,perceptron_out = 5.07511
image num 1788,perceptron_out = 3.59636
image num 1789,perceptron_out = 12.4502
image num 1790,perceptron_out = 9.0137
image num 1791,perceptron_out = 6.39715
image num 1792,perceptron_out = 15.3667
image num 1793,perceptron_out = 6.57868
image num 1794,perceptron_out = 11.5183
image num 1795,perceptron_out = 8.67112
image num 1796,perceptron_out = 7.22039
image num 1797,perceptron_out = 12.5242
image num 1798,perceptron_out = 8.11215
image num 1799,perceptron_out = 19.9224
image num 1800,perceptron_out = 6.04292
image num 1801,perceptron_out = 7.61741
image num 1802,perceptron_out = 4.90539
image num 1803,perceptron_out = 6.35257
image num 1804,perceptron_out = 6.60171
image num 1805,perceptron_out = 10.1738
image num 1806,perceptron_out = 6.78613
image num 1807,perceptron_out = 7.49181
image num 1808,perceptron_out = 5.01556
image num 1809,perceptron_out = 14.14
image num 1810,perceptron_out = 6.98369
image num 1811,perceptron_out = 4.23938
image num 1812,perceptron_out = 6.70596
image num 1813,perceptron_out = 10.9262
image num 1814,perceptron_out = 8.98089
image num 1815,perceptron_out = 13.0865
image num 1816,perceptron_out = 6.13148
image num 1817,perceptron_out = 9.21976
image num 1818,perceptron_out = 11.7121
image num 1819,perceptron_out = 16.0786
image num 1820,perceptron_out = 5.70493
image num 1821,perceptron_out = 7.63377
image num 1822,perceptron_out = 6.16671
image num 1823,perceptron_out = 24.6242
image num 1824,perceptron_out = 16.6621
image num 1825,perceptron_out = 7.65618
image num 1826,perceptron_out = 8.67975
image num 1827,perceptron_out = 6.86322
image num 1828,perceptron_out = 9.79376
image num 1829,perceptron_out = 3.9946
image num 1830,perceptron_out = 12.5276
image num 1831,perceptron_out = 11.2723
image num 1832,perceptron_out = 3.15245
image num 1833,perceptron_out = 8.81927
image num 1834,perceptron_out = 6.22347
image num 1835,perceptron_out = 8.69979
image num 1836,perceptron_out = 7.0609
image num 1837,perceptron_out = 4.59906
image num 1838,perceptron_out = 12.8633
image num 1839,perceptron_out = 6.76512
image num 1840,perceptron_out = 3.98834
image num 1841,perceptron_out = 9.44864
image num 1842,perceptron_out = 5.96351
image num 1843,perceptron_out = 6.06714
image num 1844,perceptron_out = 5.35574
image num 1845,perceptron_out = 5.09584
image num 1846,perceptron_out = 4.98707
image num 1847,perceptron_out = 8.67413
image num 1848,perceptron_out = 5.43557
image num 1849,perceptron_out = 11.1186
image num 1850,perceptron_out = 6.12967
image num 1851,perceptron_out = 9.15819
image num 1852,perceptron_out = 10.1009
image num 1853,perceptron_out = 5.22593
image num 1854,perceptron_out = 8.18491
image num 1855,perceptron_out = 9.94261
image num 1856,perceptron_out = 8.92561
image num 1857,perceptron_out = 7.21541
image num 1858,perceptron_out = 11.9464
image num 1859,perceptron_out = 4.86522
image num 1860,perceptron_out = 4.7128
image num 1861,perceptron_out = 9.3627
image num 1862,perceptron_out = 7.76375
image num 1863,perceptron_out = 11.3404
image num 1864,perceptron_out = 10.6122
image num 1865,perceptron_out = 5.57556
image num 1866,perceptron_out = 5.96808
image num 1867,perceptron_out = 10.6585
image num 1868,perceptron_out = 6.54812
image num 1869,perceptron_out = 4.77256
image num 1870,perceptron_out = 7.6231
image num 1871,perceptron_out = 4.83373
image num 1872,perceptron_out = 7.90168
image num 1873,perceptron_out = 7.32852
image num 1874,perceptron_out = 6.25162
image num 1875,perceptron_out = 6.79823
image num 1876,perceptron_out = 10.4788
image num 1877,perceptron_out = 6.36223
image num 1878,perceptron_out = 5.08966
image num 1879,perceptron_out = 7.46347
image num 1880,perceptron_out = 6.95741
image num 1881,perceptron_out = 5.96364
image num 1882,perceptron_out = 5.03567
image num 1883,perceptron_out = 14.0153
image num 1884,perceptron_out = 11.4799
image num 1885,perceptron_out = 5.35972
image num 1886,perceptron_out = 11.2223
image num 1887,perceptron_out = 7.91333
image num 1888,perceptron_out = 5.17507
image num 1889,perceptron_out = 6.44361
image num 1890,perceptron_out = 14.4337
image num 1891,perceptron_out = 12.7454
image num 1892,perceptron_out = 7.91989
image num 1893,perceptron_out = 7.28995
image num 1894,perceptron_out = 11.416
image num 1895,perceptron_out = 5.95167
image num 1896,perceptron_out = 15.2719
image num 1897,perceptron_out = 12.4267
image num 1898,perceptron_out = 4.70293
image num 1899,perceptron_out = 12.7213
image num 1900,perceptron_out = 12.9193
image num 1901,perceptron_out = 6.20566
image num 1902,perceptron_out = 8.20055
image num 1903,perceptron_out = 5.94448
image num 1904,perceptron_out = 9.82773
image num 1905,perceptron_out = 10.5751
image num 1906,perceptron_out = 5.31371
image num 1907,perceptron_out = 20.9829
image num 1908,perceptron_out = 10.5918
image num 1909,perceptron_out = 5.79484
image num 1910,perceptron_out = 7.03925
image num 1911,perceptron_out = 8.5937
image num 1912,perceptron_out = 10.0178
image num 1913,perceptron_out = 5.76698
image num 1914,perceptron_out = 11.6269
image num 1915,perceptron_out = 3.86651
image num 1916,perceptron_out = 5.3052
image num 1917,perceptron_out = 19.2988
image num 1918,perceptron_out = 13.4724
image num 1919,perceptron_out = 7.13196
image num 1920,perceptron_out = 4.96703
image num 1921,perceptron_out = 19.4767
image num 1922,perceptron_out = 7.26875
image num 1923,perceptron_out = 7.42541
image num 1924,perceptron_out = 4.72547
image num 1925,perceptron_out = 5.56472
image num 1926,perceptron_out = 14.8871
image num 1927,perceptron_out = 9.54708
image num 1928,perceptron_out = 8.68041
image num 1929,perceptron_out = 7.11456
image num 1930,perceptron_out = 7.75913
image num 1931,perceptron_out = 7.15003
image num 1932,perceptron_out = 8.14992
image num 1933,perceptron_out = 17.1517
image num 1934,perceptron_out = 5.6337
image num 1935,perceptron_out = 7.52391
image num 1936,perceptron_out = 13.1928
image num 1937,perceptron_out = 9.45759
image num 1938,perceptron_out = 9.20049
image num 1939,perceptron_out = 5.02028
image num 1940,perceptron_out = 7.21888
image num 1941,perceptron_out = 8.31564
image num 1942,perceptron_out = 5.92086
image num 1943,perceptron_out = 6.00368
image num 1944,perceptron_out = 11.5185
image num 1945,perceptron_out = 11.1938
image num 1946,perceptron_out = 6.62185
image num 1947,perceptron_out = 7.13843
image num 1948,perceptron_out = 7.25618
image num 1949,perceptron_out = 14.4101
image num 1950,perceptron_out = 7.74819
image num 1951,perceptron_out = 7.71285
image num 1952,perceptron_out = 10.8285
image num 1953,perceptron_out = 5.239
image num 1954,perceptron_out = 6.67861
image num 1955,perceptron_out = 10.1813
image num 1956,perceptron_out = 17.0635
image num 1957,perceptron_out = 5.13694
image num 1958,perceptron_out = 6.53457
image num 1959,perceptron_out = 12.5034
image num 1960,perceptron_out = 17.0957
image num 1961,perceptron_out = 8.53762
image num 1962,perceptron_out = 6.40781
image num 1963,perceptron_out = 6.99643
image num 1964,perceptron_out = 7.35397
image num 1965,perceptron_out = 10.7538
image num 1966,perceptron_out = 5.95398
image num 1967,perceptron_out = 11.7152
image num 1968,perceptron_out = 8.42023
image num 1969,perceptron_out = 18.076
image num 1970,perceptron_out = 3.038
image num 1971,perceptron_out = 5.25696
image num 1972,perceptron_out = 9.07051
image num 1973,perceptron_out = 5.99344
image num 1974,perceptron_out = 7.13506
image num 1975,perceptron_out = 10.6956
image num 1976,perceptron_out = 5.53242
image num 1977,perceptron_out = 6.54422
image num 1978,perceptron_out = 6.47621
image num 1979,perceptron_out = 6.51285
image num 1980,perceptron_out = 4.2533
image num 1981,perceptron_out = 5.45588
image num 1982,perceptron_out = 10.135
image num 1983,perceptron_out = 8.04918
image num 1984,perceptron_out = 4.46448
image num 1985,perceptron_out = 10.4326
image num 1986,perceptron_out = 8.55915
image num 1987,perceptron_out = 9.04172
image num 1988,perceptron_out = 11.125
image num 1989,perceptron_out = 5.94438
image num 1990,perceptron_out = 6.48605
image num 1991,perceptron_out = 14.764
image num 1992,perceptron_out = 9.36553
image num 1993,perceptron_out = 7.78174
image num 1994,perceptron_out = 7.81017
image num 1995,perceptron_out = 5.50342
image num 1996,perceptron_out = 10.0796
image num 1997,perceptron_out = 10.661
image num 1998,perceptron_out = 8.22461
image num 1999,perceptron_out = 4.32506
image num 2000,perceptron_out = 12.3228
image num 2001,perceptron_out = 8.3883
image num 2002,perceptron_out = 7.40869
image num 2003,perceptron_out = 9.11481
image num 2004,perceptron_out = 10.3103
image num 2005,perceptron_out = 6.56944
image num 2006,perceptron_out = 6.08653
image num 2007,perceptron_out = 7.62243
image num 2008,perceptron_out = 9.22611
image num 2009,perceptron_out = 9.77646
image num 2010,perceptron_out = 4.42456
image num 2011,perceptron_out = 9.71102
image num 2012,perceptron_out = 4.69955
image num 2013,perceptron_out = 5.06101
image num 2014,perceptron_out = 4.03683
image num 2015,perceptron_out = 7.63238
image num 2016,perceptron_out = 6.14169
image num 2017,perceptron_out = 5.04164
image num 2018,perceptron_out = 16.7109
image num 2019,perceptron_out = 6.65634
image num 2020,perceptron_out = 7.10535
image num 2021,perceptron_out = 9.42493
image num 2022,perceptron_out = 6.3327
image num 2023,perceptron_out = 14.6388
image num 2024,perceptron_out = 7.31799
image num 2025,perceptron_out = 14.2162
image num 2026,perceptron_out = 9.28213
image num 2027,perceptron_out = 19.7135
image num 2028,perceptron_out = 4.22316
image num 2029,perceptron_out = 9.63695
image num 2030,perceptron_out = 7.06832
image num 2031,perceptron_out = 11.6584
image num 2032,perceptron_out = 6.45177
image num 2033,perceptron_out = 4.15787
image num 2034,perceptron_out = 11.1561
image num 2035,perceptron_out = 10.0212
image num 2036,perceptron_out = 6.41994
image num 2037,perceptron_out = 13.1872
image num 2038,perceptron_out = 9.21373
image num 2039,perceptron_out = 4.8446
image num 2040,perceptron_out = 5.13761
image num 2041,perceptron_out = 5.09762
image num 2042,perceptron_out = 7.027
image num 2043,perceptron_out = 6.159
image num 2044,perceptron_out = 3.48798
image num 2045,perceptron_out = 8.4155
image num 2046,perceptron_out = 7.53887
image num 2047,perceptron_out = 8.71735
image num 2048,perceptron_out = 24.269
image num 2049,perceptron_out = 12.288
image num 2050,perceptron_out = 18.8375
image num 2051,perceptron_out = 5.63254
image num 2052,perceptron_out = 7.24995
image num 2053,perceptron_out = 8.13728
image num 2054,perceptron_out = 6.13717
image num 2055,perceptron_out = 15.9299
image num 2056,perceptron_out = 11.377
image num 2057,perceptron_out = 5.7451
image num 2058,perceptron_out = 12.5746
image num 2059,perceptron_out = 6.1434
image num 2060,perceptron_out = 4.27839
image num 2061,perceptron_out = 4.1305
image num 2062,perceptron_out = 16.973
image num 2063,perceptron_out = 10.4819
image num 2064,perceptron_out = 14.1076
image num 2065,perceptron_out = 8.84669
image num 2066,perceptron_out = 11.0162
image num 2067,perceptron_out = 13.9439
image num 2068,perceptron_out = 6.09834
image num 2069,perceptron_out = 7.05582
image num 2070,perceptron_out = 5.02872
image num 2071,perceptron_out = 6.07762
image num 2072,perceptron_out = 16.9701
image num 2073,perceptron_out = 7.22509
image num 2074,perceptron_out = 2.70397
image num 2075,perceptron_out = 4.83037
image num 2076,perceptron_out = 13.6507
image num 2077,perceptron_out = 9.22174
image num 2078,perceptron_out = 5.84288
image num 2079,perceptron_out = 6.31709
image num 2080,perceptron_out = 4.90984
image num 2081,perceptron_out = 5.0865
image num 2082,perceptron_out = 10.4747
