image num 1,perceptron_out = 5.28635
image num 1641,perceptron_out = 4.82137
image num 1642,perceptron_out = 11.4325
image num 1643,perceptron_out = 6.99497
image num 1644,perceptron_out = 12.0811
image num 1645,perceptron_out = 8.81569
image num 1646,perceptron_out = 7.3628
image num 1647,perceptron_out = 9.0281
image num 1648,perceptron_out = 20.4626
image num 1649,perceptron_out = 7.00267
image num 1650,perceptron_out = 5.41711
image num 1651,perceptron_out = 13.9682
image num 1652,perceptron_out = 5.81136
image num 1653,perceptron_out = 5.63182
image num 1654,perceptron_out = 9.42959
image num 1655,perceptron_out = 4.90986
image num 1656,perceptron_out = 9.37749
image num 1657,perceptron_out = 5.57072
image num 1658,perceptron_out = 5.69599
image num 1659,perceptron_out = 6.61472
image num 1660,perceptron_out = 9.07714
image num 1661,perceptron_out = 6.5017
image num 1662,perceptron_out = 8.08644
image num 1663,perceptron_out = 5.15585
image num 1664,perceptron_out = 12.6723
image num 1665,perceptron_out = 6.31827
image num 1666,perceptron_out = 14.9856
image num 1667,perceptron_out = 11.1238
image num 1668,perceptron_out = 12.4096
image num 1669,perceptron_out = 10.1281
image num 1670,perceptron_out = 14.942
image num 1671,perceptron_out = 4.55583
image num 1672,perceptron_out = 8.51546
image num 1673,perceptron_out = 12.2005
image num 1674,perceptron_out = 3.82168
image num 1675,perceptron_out = 9.88804
image num 1676,perceptron_out = 5.71395
image num 1677,perceptron_out = 14.1675
image num 1678,perceptron_out = 19.5509
image num 1679,perceptron_out = 9.63528
image num 1680,perceptron_out = 9.1636
image num 1681,perceptron_out = 12.2975
image num 1682,perceptron_out = 4.4304
image num 1683,perceptron_out = 9.8075
image num 1684,perceptron_out = 10.575
image num 1685,perceptron_out = 7.66782
image num 1686,perceptron_out = 5.04102
image num 1687,perceptron_out = 5.15517
image num 1688,perceptron_out = 8.02377
image num 1689,perceptron_out = 8.8155
image num 1690,perceptron_out = 10.0491
image num 1691,perceptron_out = 4.29688
image num 1692,perceptron_out = 11.3143
image num 1693,perceptron_out = 13.9428
image num 1694,perceptron_out = 7.34537
image num 1695,perceptron_out = 8.7297
image num 1696,perceptron_out = 12.1588
image num 1697,perceptron_out = 5.93469
image num 1698,perceptron_out = 13.1728
image num 1699,perceptron_out = 8.39208
image num 1700,perceptron_out = 8.34603
image num 1701,perceptron_out = 6.7243
image num 1702,perceptron_out = 12.4226
image num 1703,perceptron_out = 11.7608
image num 1704,perceptron_out = 11.7148
image num 1705,perceptron_out = 3.99738
image num 1706,perceptron_out = 6.93401
image num 1707,perceptron_out = 14.804
image num 1708,perceptron_out = 17.7812
image num 1709,perceptron_out = 4.72367
image num 1710,perceptron_out = 9.20788
image num 1711,perceptron_out = 7.97276
image num 1712,perceptron_out = 5.85018
image num 1713,perceptron_out = 10.1711
image num 1714,perceptron_out = 6.58091
image num 1715,perceptron_out = 8.09904
image num 1716,perceptron_out = 5.49725
image num 1717,perceptron_out = 12.5668
image num 1718,perceptron_out = 10.4334
image num 1719,perceptron_out = 4.2632
image num 1720,perceptron_out = 13.0468
image num 1721,perceptron_out = 7.55323
image num 1722,perceptron_out = 3.14696
image num 1723,perceptron_out = 6.44977
image num 1724,perceptron_out = 6.62987
image num 1725,perceptron_out = 5.27235
image num 1726,perceptron_out = 7.66864
image num 1727,perceptron_out = 8.73574
image num 1728,perceptron_out = 10.7568
image num 1729,perceptron_out = 8.00835
image num 1730,perceptron_out = 15.5602
image num 1731,perceptron_out = 7.10565
image num 1732,perceptron_out = 9.0066
image num 1733,perceptron_out = 12.5336
image num 1734,perceptron_out = 6.3779
image num 1735,perceptron_out = 9.94299
image num 1736,perceptron_out = 8.22394
image num 1737,perceptron_out = 3.92692
image num 1738,perceptron_out = 4.03086
image num 1739,perceptron_out = 5.52299
image num 1740,perceptron_out = 5.32425
image num 1741,perceptron_out = 13.765
image num 1742,perceptron_out = 5.60357
image num 1743,perceptron_out = 14.0371
image num 1744,perceptron_out = 19.473
image num 1745,perceptron_out = 9.3563
image num 1746,perceptron_out = 5.50449
image num 1747,perceptron_out = 9.89942
image num 1748,perceptron_out = 19.5819
image num 1749,perceptron_out = 9.35246
image num 1750,perceptron_out = 6.01157
image num 1751,perceptron_out = 7.20257
image num 1752,perceptron_out = 12.5883
image num 1753,perceptron_out = 8.36567
image num 1754,perceptron_out = 13.17
image num 1755,perceptron_out = 8.2779
image num 1756,perceptron_out = 8.82523
image num 1757,perceptron_out = 5.54468
image num 1758,perceptron_out = 6.0271
image num 1759,perceptron_out = 14.0966
image num 1760,perceptron_out = 5.33374
image num 1761,perceptron_out = 12.6122
image num 1762,perceptron_out = 20.704
image num 1763,perceptron_out = 12.1702
image num 1764,perceptron_out = 5.03946
image num 1765,perceptron_out = 6.6519
image num 1766,perceptron_out = 3.93132
image num 1767,perceptron_out = 13.0482
image num 1768,perceptron_out = 7.65169
image num 1769,perceptron_out = 6.40504
image num 1770,perceptron_out = 6.9701
image num 1771,perceptron_out = 9.73821
image num 1772,perceptron_out = 10.1935
image num 1773,perceptron_out = 6.30651
image num 1774,perceptron_out = 4.1778
image num 1775,perceptron_out = 6.84214
image num 1776,perceptron_out = 9.94632
image num 1777,perceptron_out = 6.38192
image num 1778,perceptron_out = 10.1799
image num 1779,perceptron_out = 12.4814
image num 1780,perceptron_out = 7.24088
image num 1781,perceptron_out = 8.36001
image num 1782,perceptron_out = 16.6439
image num 1783,perceptron_out = 5.04899
image num 1784,perceptron_out = 5.11382
image num 1785,perceptron_out = 15.7112
image num 1786,perceptron_out = 6.46995
image num 1787,perceptron_out = 8.66
image num 1788,perceptron_out = 4.89392
image num 1789,perceptron_out = 5.42574
image num 1790,perceptron_out = 6.29212
image num 1791,perceptron_out = 5.4469
image num 1792,perceptron_out = 8.85597
image num 1793,perceptron_out = 14.2703
image num 1794,perceptron_out = 5.88483
image num 1795,perceptron_out = 7.98038
image num 1796,perceptron_out = 7.18936
image num 1797,perceptron_out = 4.56048
image num 1798,perceptron_out = 12.3991
image num 1799,perceptron_out = 6.6271
image num 1800,perceptron_out = 5.6745
image num 1801,perceptron_out = 7.10917
image num 1802,perceptron_out = 11.2134
image num 1803,perceptron_out = 7.83258
image num 1804,perceptron_out = 8.99759
image num 1805,perceptron_out = 7.51224
image num 1806,perceptron_out = 11.2629
image num 1807,perceptron_out = 19.967
image num 1808,perceptron_out = 6.65706
image num 1809,perceptron_out = 11.8288
image num 1810,perceptron_out = 5.8492
image num 1811,perceptron_out = 23.238
image num 1812,perceptron_out = 9.77857
image num 1813,perceptron_out = 4.87433
image num 1814,perceptron_out = 3.60409
image num 1815,perceptron_out = 8.67145
image num 1816,perceptron_out = 11.1208
image num 1817,perceptron_out = 5.81464
image num 1818,perceptron_out = 10.0074
image num 1819,perceptron_out = 6.26462
image num 1820,perceptron_out = 7.80213
image num 1821,perceptron_out = 5.36247
image num 1822,perceptron_out = 5.91693
image num 1823,perceptron_out = 5.66602
image num 1824,perceptron_out = 4.62245
image num 1825,perceptron_out = 21.2833
image num 1826,perceptron_out = 7.42824
image num 1827,perceptron_out = 7.29296
image num 1828,perceptron_out = 6.80779
image num 1829,perceptron_out = 5.07792
image num 1830,perceptron_out = 3.58763
image num 1831,perceptron_out = 8.30413
image num 1832,perceptron_out = 17.1473
image num 1833,perceptron_out = 6.71809
image num 1834,perceptron_out = 10.0369
image num 1835,perceptron_out = 10.9851
image num 1836,perceptron_out = 4.31432
image num 1837,perceptron_out = 9.13066
image num 1838,perceptron_out = 8.66984
image num 1839,perceptron_out = 7.27858
image num 1840,perceptron_out = 16.4237
image num 1841,perceptron_out = 5.33356
image num 1842,perceptron_out = 8.25981
image num 1843,perceptron_out = 12.3718
image num 1844,perceptron_out = 10.304
image num 1845,perceptron_out = 8.86271
image num 1846,perceptron_out = 5.17286
image num 1847,perceptron_out = 6.89639
image num 1848,perceptron_out = 5.09433
image num 1849,perceptron_out = 9.67513
image num 1850,perceptron_out = 17.4568
image num 1851,perceptron_out = 8.45155
image num 1852,perceptron_out = 11.6961
image num 1853,perceptron_out = 4.65191
image num 1854,perceptron_out = 14.8371
image num 1855,perceptron_out = 8.91153
image num 1856,perceptron_out = 6.93884
image num 1857,perceptron_out = 20.2555
image num 1858,perceptron_out = 9.31969
image num 1859,perceptron_out = 5.36366
image num 1860,perceptron_out = 6.29702
image num 1861,perceptron_out = 4.03051
image num 1862,perceptron_out = 7.50965
image num 1863,perceptron_out = 6.82579
image num 1864,perceptron_out = 7.18717
image num 1865,perceptron_out = 10.3287
image num 1866,perceptron_out = 13.6098
image num 1867,perceptron_out = 12.1727
image num 1868,perceptron_out = 6.99233
image num 1869,perceptron_out = 4.79754
image num 1870,perceptron_out = 12.2314
image num 1871,perceptron_out = 5.38192
image num 1872,perceptron_out = 6.24287
image num 1873,perceptron_out = 6.33706
image num 1874,perceptron_out = 8.52657
image num 1875,perceptron_out = 12.7632
image num 1876,perceptron_out = 8.83978
image num 1877,perceptron_out = 5.54312
image num 1878,perceptron_out = 5.45274
image num 1879,perceptron_out = 10.1675
image num 1880,perceptron_out = 12.8229
image num 1881,perceptron_out = 24.2796
image num 1882,perceptron_out = 8.92077
image num 1883,perceptron_out = 18.3736
image num 1884,perceptron_out = 8.10163
image num 1885,perceptron_out = 5.36126
image num 1886,perceptron_out = 4.36606
image num 1887,perceptron_out = 3.98579
image num 1888,perceptron_out = 6.563
image num 1889,perceptron_out = 4.61055
image num 1890,perceptron_out = 12.0224
image num 1891,perceptron_out = 6.71039
image num 1892,perceptron_out = 16.9024
image num 1893,perceptron_out = 6.19726
image num 1894,perceptron_out = 15.9282
image num 1895,perceptron_out = 13.6429
image num 1896,perceptron_out = 4.62404
image num 1897,perceptron_out = 12.0398
image num 1898,perceptron_out = 11.1615
image num 1899,perceptron_out = 3.64908
image num 1900,perceptron_out = 20.2444
image num 1901,perceptron_out = 17.9659
image num 1902,perceptron_out = 13.2199
image num 1903,perceptron_out = 7.06841
image num 1904,perceptron_out = 6.34148
image num 1905,perceptron_out = 14.616
image num 1906,perceptron_out = 5.79996
image num 1907,perceptron_out = 5.98123
image num 1908,perceptron_out = 14.728
image num 1909,perceptron_out = 5.01725
image num 1910,perceptron_out = 5.51217
image num 1911,perceptron_out = 7.59187
image num 1912,perceptron_out = 8.54237
image num 1913,perceptron_out = 7.26862
image num 1914,perceptron_out = 4.23205
image num 1915,perceptron_out = 9.51891
image num 1916,perceptron_out = 11.1377
image num 1917,perceptron_out = 5.28269
image num 1918,perceptron_out = 9.76896
image num 1919,perceptron_out = 5.54039
image num 1920,perceptron_out = 8.86575
image num 1921,perceptron_out = 7.13176
image num 1922,perceptron_out = 6.03686
image num 1923,perceptron_out = 9.68824
image num 1924,perceptron_out = 10.9816
image num 1925,perceptron_out = 4.87963
image num 1926,perceptron_out = 9.52903
image num 1927,perceptron_out = 6.04691
image num 1928,perceptron_out = 11.1244
image num 1929,perceptron_out = 8.12738
image num 1930,perceptron_out = 5.51768
image num 1931,perceptron_out = 23.2819
image num 1932,perceptron_out = 12.9454
image num 1933,perceptron_out = 5.87683
image num 1934,perceptron_out = 7.8471
image num 1935,perceptron_out = 3.84309
image num 1936,perceptron_out = 5.22385
image num 1937,perceptron_out = 5.45045
image num 1938,perceptron_out = 5.87751
image num 1939,perceptron_out = 10.8616
image num 1940,perceptron_out = 3.67316
image num 1941,perceptron_out = 6.20985
image num 1942,perceptron_out = 8.83308
image num 1943,perceptron_out = 8.21348
image num 1944,perceptron_out = 5.71573
image num 1945,perceptron_out = 4.58555
image num 1946,perceptron_out = 7.18899
image num 1947,perceptron_out = 18.9935
image num 1948,perceptron_out = 5.93198
image num 1949,perceptron_out = 6.12502
image num 1950,perceptron_out = 7.41777
image num 1951,perceptron_out = 8.30474
image num 1952,perceptron_out = 15.3614
image num 1953,perceptron_out = 12.2254
image num 1954,perceptron_out = 3.80721
image num 1955,perceptron_out = 5.35355
image num 1956,perceptron_out = 3.70781
image num 1957,perceptron_out = 5.78864
image num 1958,perceptron_out = 3.74471
image num 1959,perceptron_out = 9.98251
image num 1960,perceptron_out = 5.21555
image num 1961,perceptron_out = 5.67824
image num 1962,perceptron_out = 7.30058
image num 1963,perceptron_out = 11.2234
image num 1964,perceptron_out = 7.23201
image num 1965,perceptron_out = 9.16543
image num 1966,perceptron_out = 5.85059
image num 1967,perceptron_out = 17.527
image num 1968,perceptron_out = 13.5625
image num 1969,perceptron_out = 8.55212
image num 1970,perceptron_out = 7.29388
image num 1971,perceptron_out = 10.3478
image num 1972,perceptron_out = 5.16459
image num 1973,perceptron_out = 6.09615
image num 1974,perceptron_out = 6.7019
image num 1975,perceptron_out = 10.5896
image num 1976,perceptron_out = 5.2109
image num 1977,perceptron_out = 6.69499
image num 1978,perceptron_out = 6.20932
image num 1979,perceptron_out = 10.5748
image num 1980,perceptron_out = 6.92777
image num 1981,perceptron_out = 16.5686
image num 1982,perceptron_out = 5.62219
image num 1983,perceptron_out = 17.0465
image num 1984,perceptron_out = 4.35674
image num 1985,perceptron_out = 7.54935
image num 1986,perceptron_out = 9.02728
image num 1987,perceptron_out = 9.33278
image num 1988,perceptron_out = 25.0142
image num 1989,perceptron_out = 7.39003
image num 1990,perceptron_out = 7.83746
image num 1991,perceptron_out = 5.84371
image num 1992,perceptron_out = 29.3203
image num 1993,perceptron_out = 9.99884
image num 1994,perceptron_out = 4.12003
image num 1995,perceptron_out = 8.04284
image num 1996,perceptron_out = 6.17727
image num 1997,perceptron_out = 5.54893
image num 1998,perceptron_out = 14.2343
image num 1999,perceptron_out = 5.63904
image num 2000,perceptron_out = 16.7933
image num 2001,perceptron_out = 10.4327
image num 2002,perceptron_out = 5.74448
image num 2003,perceptron_out = 3.55932
image num 2004,perceptron_out = 7.67562
image num 2005,perceptron_out = 16.697
image num 2006,perceptron_out = 5.5122
image num 2007,perceptron_out = 10.9266
image num 2008,perceptron_out = 6.98409
image num 2009,perceptron_out = 12.5943
image num 2010,perceptron_out = 15.8877
image num 2011,perceptron_out = 3.3518
image num 2012,perceptron_out = 4.97271
image num 2013,perceptron_out = 10.7001
image num 2014,perceptron_out = 7.49708
image num 2015,perceptron_out = 15.6658
image num 2016,perceptron_out = 9.39138
image num 2017,perceptron_out = 11.0126
image num 2018,perceptron_out = 5.42309
image num 2019,perceptron_out = 6.32957
image num 2020,perceptron_out = 6.56014
image num 2021,perceptron_out = 8.49527
image num 2022,perceptron_out = 15.1785
image num 2023,perceptron_out = 5.87292
image num 2024,perceptron_out = 5.37177
image num 2025,perceptron_out = 6.23619
image num 2026,perceptron_out = 15.7563
image num 2027,perceptron_out = 5.23205
image num 2028,perceptron_out = 4.5492
image num 2029,perceptron_out = 6.92778
image num 2030,perceptron_out = 5.20029
image num 2031,perceptron_out = 9.12154
image num 2032,perceptron_out = 13.613
image num 2033,perceptron_out = 4.14654
image num 2034,perceptron_out = 6.01712
image num 2035,perceptron_out = 7.31877
image num 2036,perceptron_out = 7.60426
image num 2037,perceptron_out = 5.36572
image num 2038,perceptron_out = 7.98131
image num 2039,perceptron_out = 4.42723
image num 2040,perceptron_out = 7.76498
image num 2041,perceptron_out = 11.8167
image num 2042,perceptron_out = 5.73396
image num 2043,perceptron_out = 15.003
image num 2044,perceptron_out = 6.87577
image num 2045,perceptron_out = 8.08508
image num 2046,perceptron_out = 11.8701
image num 2047,perceptron_out = 6.55735
image num 2048,perceptron_out = 9.05653
image num 2049,perceptron_out = 18.473
image num 2050,perceptron_out = 6.30972
image num 2051,perceptron_out = 15.343
image num 2052,perceptron_out = 7.77579
image num 2053,perceptron_out = 14.4959
image num 2054,perceptron_out = 11.4013
image num 2055,perceptron_out = 8.62074
image num 2056,perceptron_out = 13.1348
image num 2057,perceptron_out = 7.7937
image num 2058,perceptron_out = 11.1092
image num 2059,perceptron_out = 5.7585
image num 2060,perceptron_out = 6.4277
image num 2061,perceptron_out = 8.09809
image num 2062,perceptron_out = 6.29154
image num 2063,perceptron_out = 7.17591
image num 2064,perceptron_out = 26.5216
image num 2065,perceptron_out = 9.12672
image num 2066,perceptron_out = 6.9261
image num 2067,perceptron_out = 4.9955
image num 2068,perceptron_out = 5.47088
image num 2069,perceptron_out = 7.29225
image num 2070,perceptron_out = 9.11928
image num 2071,perceptron_out = 6.99117
image num 2072,perceptron_out = 24.4465
image num 2073,perceptron_out = 7.53707
image num 2074,perceptron_out = 5.74529
image num 2075,perceptron_out = 11.3901
image num 2076,perceptron_out = 9.06534
image num 2077,perceptron_out = 6.5016
image num 2078,perceptron_out = 10.0905
image num 2079,perceptron_out = 4.20096
image num 2080,perceptron_out = 4.06666
image num 2081,perceptron_out = 11.1315
image num 2082,perceptron_out = 8.47406
image num 2083,perceptron_out = 10.7611
image num 2084,perceptron_out = 3.75545
image num 2085,perceptron_out = 14.5587
image num 2086,perceptron_out = 5.63782
image num 2087,perceptron_out = 8.30772
image num 2088,perceptron_out = 8.84286
image num 2089,perceptron_out = 6.86937
image num 2090,perceptron_out = 12.0306
image num 2091,perceptron_out = 5.2996
image num 2092,perceptron_out = 3.7441
image num 2093,perceptron_out = 14.5836
image num 2094,perceptron_out = 14.5068
image num 2095,perceptron_out = 10.2108
image num 2096,perceptron_out = 5.71669
image num 2097,perceptron_out = 5.23721
image num 2098,perceptron_out = 8.58954
image num 2099,perceptron_out = 4.25736
image num 2100,perceptron_out = 18.7991
image num 2101,perceptron_out = 6.95393
image num 2102,perceptron_out = 7.40389
image num 2103,perceptron_out = 7.5517
image num 2104,perceptron_out = 10.887
image num 2105,perceptron_out = 10.8584
image num 2106,perceptron_out = 9.06601
image num 2107,perceptron_out = 4.39002
image num 2108,perceptron_out = 6.49738
image num 2109,perceptron_out = 5.15557
image num 2110,perceptron_out = 7.83736
image num 2111,perceptron_out = 5.76331
image num 2112,perceptron_out = 8.2735
image num 2113,perceptron_out = 10.8273
image num 2114,perceptron_out = 9.12545
image num 2115,perceptron_out = 4.03015
image num 2116,perceptron_out = 9.57898
image num 2117,perceptron_out = 12.9509
image num 2118,perceptron_out = 8.10947
image num 2119,perceptron_out = 10.463
image num 2120,perceptron_out = 9.97026
image num 2121,perceptron_out = 5.96222
image num 2122,perceptron_out = 12.2393
image num 2123,perceptron_out = 10.7378
image num 2124,perceptron_out = 7.00142
image num 2125,perceptron_out = 8.83238
image num 2126,perceptron_out = 10.0745
image num 2127,perceptron_out = 13.6874
image num 2128,perceptron_out = 7.41255
image num 2129,perceptron_out = 12.564
image num 2130,perceptron_out = 3.56294
image num 2131,perceptron_out = 9.35824
image num 2132,perceptron_out = 6.90447
image num 2133,perceptron_out = 10.1641
image num 2134,perceptron_out = 9.52609
image num 2135,perceptron_out = 6.39609
image num 2136,perceptron_out = 11.9815
image num 2137,perceptron_out = 4.50384
image num 2138,perceptron_out = 7.35135
image num 2139,perceptron_out = 10.0335
image num 2140,perceptron_out = 7.55031
image num 2141,perceptron_out = 10.2839
image num 2142,perceptron_out = 5.93772
image num 2143,perceptron_out = 5.63845
image num 2144,perceptron_out = 20.8048
image num 2145,perceptron_out = 4.50361
image num 2146,perceptron_out = 6.60397
image num 2147,perceptron_out = 6.38636
image num 2148,perceptron_out = 6.31506
image num 2149,perceptron_out = 19.7129
image num 2150,perceptron_out = 10.0229
image num 2151,perceptron_out = 14.3449
image num 2152,perceptron_out = 3.8473
image num 2153,perceptron_out = 7.06297
image num 2154,perceptron_out = 11.7235
image num 2155,perceptron_out = 12.9456
image num 2156,perceptron_out = 7.7906
image num 2157,perceptron_out = 14.4923
image num 2158,perceptron_out = 8.03155
image num 2159,perceptron_out = 10.0366
image num 2160,perceptron_out = 4.95769
image num 2161,perceptron_out = 9.7406
image num 2162,perceptron_out = 7.00622
image num 2163,perceptron_out = 3.83906
image num 2164,perceptron_out = 6.1737
image num 2165,perceptron_out = 19.4031
image num 2166,perceptron_out = 4.61988
image num 2167,perceptron_out = 8.40598
image num 2168,perceptron_out = 7.36755
image num 2169,perceptron_out = 8.09338
image num 2170,perceptron_out = 6.60297
image num 2171,perceptron_out = 10.2036
image num 2172,perceptron_out = 5.68087
image num 2173,perceptron_out = 4.34377
image num 2174,perceptron_out = 7.01326
image num 2175,perceptron_out = 5.35692
image num 2176,perceptron_out = 4.32792
image num 2177,perceptron_out = 9.81571
image num 2178,perceptron_out = 11.5471
image num 2179,perceptron_out = 4.49812
image num 2180,perceptron_out = 24.7263
image num 2181,perceptron_out = 5.65908
image num 2182,perceptron_out = 3.28377
image num 2183,perceptron_out = 9.50136
image num 2184,perceptron_out = 9.05502
image num 2185,perceptron_out = 24.5392
image num 2186,perceptron_out = 8.19381
image num 2187,perceptron_out = 5.52228
image num 2188,perceptron_out = 5.99516
image num 2189,perceptron_out = 8.8601
image num 2190,perceptron_out = 12.393
image num 2191,perceptron_out = 11.8949
image num 2192,perceptron_out = 6.31223
image num 2193,perceptron_out = 7.96608
image num 2194,perceptron_out = 4.2771
image num 2195,perceptron_out = 15.7371
image num 2196,perceptron_out = 4.34475
image num 2197,perceptron_out = 11.2281
image num 2198,perceptron_out = 10.435
image num 2199,perceptron_out = 13.178
image num 2200,perceptron_out = 8.41123
image num 2201,perceptron_out = 7.91679
image num 2202,perceptron_out = 7.99629
image num 2203,perceptron_out = 18.7439
image num 2204,perceptron_out = 9.2925
image num 2205,perceptron_out = 6.71116
image num 2206,perceptron_out = 4.06603
image num 2207,perceptron_out = 9.20966
image num 2208,perceptron_out = 9.07271
image num 2209,perceptron_out = 9.71672
image num 2210,perceptron_out = 8.16682
image num 2211,perceptron_out = 6.73714
image num 2212,perceptron_out = 11.5597
image num 2213,perceptron_out = 8.13187
image num 2214,perceptron_out = 6.22353
image num 2215,perceptron_out = 4.0321
image num 2216,perceptron_out = 4.92115
image num 2217,perceptron_out = 5.37744
image num 2218,perceptron_out = 17.3301
image num 2219,perceptron_out = 13.9721
image num 2220,perceptron_out = 4.20193
image num 2221,perceptron_out = 32.7144
image num 2222,perceptron_out = 9.15321
image num 2223,perceptron_out = 8.98923
image num 2224,perceptron_out = 10.6003
image num 2225,perceptron_out = 14.0423
image num 2226,perceptron_out = 5.92662
image num 2227,perceptron_out = 12.5767
image num 2228,perceptron_out = 6.50732
image num 2229,perceptron_out = 7.13353
image num 2230,perceptron_out = 8.2391
image num 2231,perceptron_out = 9.43301
image num 2232,perceptron_out = 6.90839
image num 2233,perceptron_out = 5.93138
image num 2234,perceptron_out = 4.43161
image num 2235,perceptron_out = 3.40154
image num 2236,perceptron_out = 5.89719
image num 2237,perceptron_out = 3.76397
image num 2238,perceptron_out = 9.82258
image num 2239,perceptron_out = 19.6984
image num 2240,perceptron_out = 14.0189
image num 2241,perceptron_out = 8.60282
image num 2242,perceptron_out = 9.82382
image num 2243,perceptron_out = 9.16149
image num 2244,perceptron_out = 5.1466
image num 2245,perceptron_out = 10.3461
image num 2246,perceptron_out = 10.6728
image num 2247,perceptron_out = 7.75385
image num 2248,perceptron_out = 11.5656
image num 2249,perceptron_out = 8.29614
image num 2250,perceptron_out = 17.7448
image num 2251,perceptron_out = 6.21837
image num 2252,perceptron_out = 5.68364
image num 2253,perceptron_out = 7.67048
image num 2254,perceptron_out = 6.35152
image num 2255,perceptron_out = 9.75413
image num 2256,perceptron_out = 5.46656
image num 2257,perceptron_out = 7.86297
image num 2258,perceptron_out = 4.44979
image num 2259,perceptron_out = 8.96081
image num 2260,perceptron_out = 7.70749
image num 2261,perceptron_out = 9.89969
image num 2262,perceptron_out = 10.4905
image num 2263,perceptron_out = 5.39614
image num 2264,perceptron_out = 13.0936
image num 2265,perceptron_out = 5.89661
image num 2266,perceptron_out = 16.7216
image num 2267,perceptron_out = 10.4071
image num 2268,perceptron_out = 9.23704
image num 2269,perceptron_out = 7.09731
image num 2270,perceptron_out = 6.87535
image num 2271,perceptron_out = 4.48848
image num 2272,perceptron_out = 5.4148
image num 2273,perceptron_out = 10.1939
image num 2274,perceptron_out = 4.4846
image num 2275,perceptron_out = 11.8726
image num 2276,perceptron_out = 12.07
image num 2277,perceptron_out = 8.35449
image num 2278,perceptron_out = 8.19509
image num 2279,perceptron_out = 11.1877
image num 2280,perceptron_out = 10.3537
image num 2281,perceptron_out = 4.73937
image num 2282,perceptron_out = 10.8957
image num 2283,perceptron_out = 6.72788
image num 2284,perceptron_out = 6.55632
image num 2285,perceptron_out = 10.3644
image num 2286,perceptron_out = 4.25236
image num 2287,perceptron_out = 7.381
image num 2288,perceptron_out = 6.86929
image num 2289,perceptron_out = 6.25097
image num 2290,perceptron_out = 13.7867
image num 2291,perceptron_out = 16.5694
image num 2292,perceptron_out = 15.3108
image num 2293,perceptron_out = 6.41165
image num 2294,perceptron_out = 6.75267
image num 2295,perceptron_out = 4.74258
image num 2296,perceptron_out = 15.8568
image num 2297,perceptron_out = 12.4108
image num 2298,perceptron_out = 13.4104
image num 2299,perceptron_out = 7.6155
image num 2300,perceptron_out = 4.46639
image num 2301,perceptron_out = 6.04459
image num 2302,perceptron_out = 6.38795
image num 2303,perceptron_out = 7.90305
image num 2304,perceptron_out = 8.923
image num 2305,perceptron_out = 14.4752
image num 2306,perceptron_out = 5.30324
image num 2307,perceptron_out = 10.3189
image num 2308,perceptron_out = 7.93515
image num 2309,perceptron_out = 19.6977
image num 2310,perceptron_out = 8.96216
image num 2311,perceptron_out = 10.3305
image num 2312,perceptron_out = 11.3
image num 2313,perceptron_out = 8.61038
image num 2314,perceptron_out = 6.51076
image num 2315,perceptron_out = 6.19339
image num 2316,perceptron_out = 4.9457
image num 2317,perceptron_out = 5.4804
image num 2318,perceptron_out = 7.63634
image num 2319,perceptron_out = 6.33173
image num 2320,perceptron_out = 3.44138
image num 2321,perceptron_out = 9.77684
image num 2322,perceptron_out = 4.00392
image num 2323,perceptron_out = 10.6044
image num 2324,perceptron_out = 12.6689
image num 2325,perceptron_out = 6.26959
image num 2326,perceptron_out = 4.36869
image num 2327,perceptron_out = 21.3408
image num 2328,perceptron_out = 19.7528
image num 2329,perceptron_out = 16.7856
image num 2330,perceptron_out = 9.24711
image num 2331,perceptron_out = 12.3935
image num 2332,perceptron_out = 6.84486
image num 2333,perceptron_out = 10.1139
image num 2334,perceptron_out = 12.0788
image num 2335,perceptron_out = 12.2343
image num 2336,perceptron_out = 6.08951
image num 2337,perceptron_out = 6.10562
image num 2338,perceptron_out = 10.8841
image num 2339,perceptron_out = 12.2411
image num 2340,perceptron_out = 5.49792
image num 2341,perceptron_out = 14.1097
image num 2342,perceptron_out = 9.13814
image num 2343,perceptron_out = 4.46138
image num 2344,perceptron_out = 5.19974
image num 2345,perceptron_out = 6.87203
image num 2346,perceptron_out = 20.5219
image num 2347,perceptron_out = 29.052
image num 2348,perceptron_out = 9.75442
image num 2349,perceptron_out = 3.08473
image num 2350,perceptron_out = 15.3645
image num 2351,perceptron_out = 5.07984
image num 2352,perceptron_out = 13.7973
image num 2353,perceptron_out = 7.01564
image num 2354,perceptron_out = 10.8025
image num 2355,perceptron_out = 9.37552
image num 2356,perceptron_out = 8.66996
image num 2357,perceptron_out = 11.5859
image num 2358,perceptron_out = 11.3677
image num 2359,perceptron_out = 5.43425
image num 2360,perceptron_out = 11.1894
image num 2361,perceptron_out = 6.87609
image num 2362,perceptron_out = 7.36002
image num 2363,perceptron_out = 6.1187
image num 2364,perceptron_out = 6.52388
image num 2365,perceptron_out = 13.8433
image num 2366,perceptron_out = 5.47471
image num 2367,perceptron_out = 10.0055
image num 2368,perceptron_out = 11.1697
image num 2369,perceptron_out = 6.99849
image num 2370,perceptron_out = 11.528
image num 2371,perceptron_out = 9.07494
image num 2372,perceptron_out = 8.45016
image num 2373,perceptron_out = 5.9748
image num 2374,perceptron_out = 13.8136
image num 2375,perceptron_out = 12.1084
image num 2376,perceptron_out = 6.45787
image num 2377,perceptron_out = 7.66141
